h,top
0.6518675123326285,0.0
0.9619450317124736,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9281183932346723,0.0
0.8365045806906272,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8343904157857647,0.0
0.0,0.0
0.9612403100775194,0.0
0.0,0.0
0.7040169133192389,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9830866807610994,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9210711768851304,0.0
0.0,0.0
0.0,0.0
0.9894291754756871,1.0
0.9753347427766033,1.0
0.0,0.0
0.0,0.0
0.9429175475687104,0.0
0.9823819591261451,0.0
0.0,0.0
0.0,1.0
0.7484143763213531,0.0
0.9478505990133897,0.0
0.0,0.0
0.0,0.0
0.8019732205778718,0.0
0.7448907681465822,0.0
0.0,1.0
0.9316420014094433,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.7011980267794221,0.0
0.0,1.0
0.0,0.0
0.6807610993657505,0.0
0.0,0.0
0.0,0.0
0.9069767441860466,0.0
0.0,1.0
0.0,1.0
0.7470049330514447,0.0
0.0,0.0
0.8661028893587033,1.0
0.8372093023255813,0.0
0.693446088794926,1.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.7420718816067653,0.0
0.0,0.0
0.0,1.0
0.8865398167723749,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.6948555320648344,0.0
0.0,0.0
0.8040873854827343,1.0
0.0,0.0
0.0,1.0
0.8033826638477801,1.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.6906272022551092,0.0
0.0,0.0
0.802677942212826,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7399577167019027,0.0
0.0,0.0
0.0,0.0
0.8386187455954898,0.0
0.0,0.0
0.0,0.0
0.7174066243833686,1.0
0.9725158562367865,0.0
0.0,0.0
0.0,0.0
0.8111346018322763,1.0
0.0,0.0
0.0,0.0
0.6892177589852009,0.0
0.0,0.0
0.8484848484848485,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.7603946441155743,0.0
0.0,0.0
0.6920366455250175,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8463706835799859,0.0
0.0,0.0
0.6835799859055673,1.0
0.0,0.0
0.0,0.0
0.7610993657505285,0.0
0.0,0.0
0.7618040873854828,0.0
0.8872445384073291,1.0
0.0,0.0
0.7632135306553911,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8498942917547568,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.6758280479210712,0.0
0.0,1.0
0.9760394644115574,1.0
0.6990838618745595,0.0
0.0,1.0
0.0,0.0
0.9175475687103594,0.0
0.0,0.0
0.0,0.0
0.8435517970401691,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.6871035940803383,0.0
0.9013389711064129,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.971106412966878,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.6786469344608879,0.0
0.8752642706131079,1.0
0.0,0.0
0.0,0.0
0.9076814658210007,0.0
0.0,0.0
0.9633544749823819,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9492600422832981,1.0
0.0,1.0
0.0,0.0
0.6828752642706131,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.9337561663143058,0.0
0.0,1.0
0.7660324171952079,0.0
0.9901338971106413,1.0
0.0,0.0
0.7195207892882312,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.6814658210007047,1.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,0.0
0.7935165609584214,1.0
0.0,0.0
0.0,1.0
0.7145877378435518,0.0
0.0,1.0
0.9689922480620154,0.0
0.9957716701902748,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.7885835095137421,1.0
0.700493305144468,1.0
0.8280479210711769,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.7498238195912614,0.0
0.7033121916842847,1.0
0.7054263565891472,1.0
0.0,1.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8590556730091614,1.0
0.0,0.0
0.751937984496124,0.0
0.7526427061310782,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.8914728682170543,1.0
0.0,0.0
0.0,0.0
0.6751233262861169,0.0
0.7124735729386892,1.0
0.0,0.0
0.9570119802677942,1.0
0.755461592670895,0.0
0.0,0.0
0.7561663143058492,0.0
0.0,0.0
0.7167019027484144,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.7533474277660324,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7575757575757576,0.0
0.0,0.0
0.7082452431289641,1.0
0.8266384778012685,0.0
0.0,0.0
0.0,0.0
0.8273431994362227,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.9541930937279774,1.0
0.0,1.0
0.9295278365045807,0.0
0.9844961240310077,0.0
0.8604651162790697,0.0
0.0,0.0
0.9626497533474278,0.0
0.0,0.0
0.0,0.0
0.992952783650458,0.0
0.0,0.0
0.8809020436927414,0.0
0.0,1.0
0.8724453840732911,0.0
0.0,0.0
0.9992952783650458,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9499647639182522,0.0
0.0,0.0
0.9260042283298098,0.0
0.0,0.0
0.7209302325581395,1.0
0.766737138830162,0.0
0.95630725863284,1.0
0.0,0.0
0.9245947850599013,0.0
0.0,0.0
0.0,0.0
0.6652572233967582,0.0
0.8816067653276956,0.0
0.0,0.0
0.8520084566596194,0.0
0.0,0.0
0.7864693446088795,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.8921775898520085,1.0
0.813953488372093,1.0
0.8900634249471459,1.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9513742071881607,1.0
0.0,1.0
0.6666666666666666,0.0
0.930937279774489,0.0
0.0,0.0
0.945031712473573,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.6673713883016208,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9682875264270613,0.0
0.7639182522903453,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.6701902748414377,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9408033826638478,0.0
0.7674418604651163,0.0
0.0,1.0
0.8985200845665962,1.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,1.0
0.9696969696969697,0.0
0.0,1.0
0.7589852008456659,0.0
0.7216349541930938,1.0
0.0,0.0
0.8625792811839323,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.6638477801268499,0.0
0.0,0.0
0.8146582100070472,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.9154334038054969,0.0
0.875968992248062,0.0
0.0,0.0
0.6546863988724454,0.0
0.6553911205073996,0.0
0.0,0.0
0.7455954897815362,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7688513037350246,0.0
0.0,0.0
0.0,0.0
0.7477096546863988,0.0
0.0,0.0
0.6596194503171247,0.0
0.8527131782945736,0.0
0.8653981677237491,0.0
0.9020436927413672,0.0
0.9203664552501761,0.0
0.9323467230443975,0.0
0.0,0.0
0.8160676532769556,1.0
0.7434813248766736,0.0
0.0,0.0
0.6617336152219873,0.0
0.0,0.0
0.0,1.0
0.8618745595489782,0.0
0.0,0.0
0.0,0.0
0.6955602536997886,1.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.6624383368569415,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.9605355884425651,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.9400986610288936,1.0
0.8957011980267794,1.0
0.0,0.0
0.8195912614517266,0.0
0.7307963354474982,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,0.0
0.981677237491191,0.0
0.0,0.0
0.0,0.0
0.897815362931642,1.0
0.0,0.0
0.0,0.0
0.9887244538407329,1.0
0.0,0.0
0.0,0.0
0.9168428470754052,0.0
0.0,0.0
0.0,1.0
0.6589147286821706,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.8823114869626497,1.0
0.0,0.0
0.0,0.0
0.8738548273431994,0.0
0.6631430584918957,0.0
0.0,0.0
0.6582100070472163,0.0
0.0,0.0
0.0,0.0
0.8118393234672304,1.0
0.656800563777308,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.9351656095842142,0.0
0.0,0.0
0.0,1.0
0.7272727272727273,1.0
0.0,0.0
0.9062720225510923,0.0
0.9943622269203665,0.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,0.0
0.8534178999295279,0.0
0.9083861874559549,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9915433403805497,1.0
0.0,0.0
0.9534883720930233,1.0
0.0,0.0
0.7181113460183228,0.0
0.0,0.0
0.8710359408033826,0.0
0.0,0.0
0.0,0.0
0.86892177589852,0.0
0.0,0.0
0.6730091613812543,0.0
0.0,0.0
0.9485553206483439,0.0
0.0,1.0
0.8675123326286117,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.8153629316420015,1.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.7723749119097956,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.6737138830162086,0.0
0.952783650458069,1.0
0.6694855532064834,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.6680761099365751,0.0
0.857646229739253,0.0
0.7279774489076815,1.0
0.6525722339675828,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7709654686398872,0.0
0.0,0.0
0.0,0.0
0.9936575052854123,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.9267089499647639,0.0
0.0,1.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,0.0
0.0,0.0
0.733615221987315,1.0
0.7315010570824525,1.0
0.0,0.0
0.6469344608879493,0.0
0.737138830162086,1.0
0.0,1.0
0.9288231148696265,0.0
0.0,0.0
0.0,1.0
0.9274136715997181,0.0
0.7378435517970401,1.0
0.649753347427766,0.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,0.0
0.0,0.0
0.7329105003523608,1.0
0.7963354474982381,0.0
0.7991543340380549,0.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,0.0
0.6490486257928119,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9548978153629316,1.0
0.7702607470049331,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.6976744186046511,0.0
0.8231148696264975,0.0
0.7047216349541932,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9985905567300916,0.0
0.7300916138125441,1.0
0.0,0.0
0.0,1.0
0.0,1.0
0.7758985200845666,0.0
0.8893587033121917,1.0
0.0,1.0
0.0,1.0
0.8886539816772375,1.0
0.0,1.0
0.7836504580690627,0.0
