h,Married
0.46065304,1
0.8055688,0
0.83824444,1
0.48857433,0
0.8621656,1
0.8107909,1
0.8881188,0
0.86283696,0
0.73027724,0
0.74407756,0
0.42656058,0
0.7606725,1
0.8397728,0
0.795787,1
0.6944686,0
0.8652569,1
0.8743263,1
0.61758006,0
0.7361158,0
0.5842165,0
0.703146,0
0.8502069,1
0.8087727,0
0.7519176,0
0.8371578,1
0.57840824,1
0.88528615,0
0.58486223,1
0.7208664,0
0.65717405,0
0.9048368,1
0.65666825,0
0.82593924,0
0.6970973,0
0.7287004,0
0.8778419,1
0.9009295,1
0.8418176,0
0.59851,1
0.87347704,1
0.7547262,1
0.7174553,0
0.6968763,0
0.8544706,1
0.6686688,1
0.37529248,0
0.88088185,1
0.86242414,1
0.8115258,0
0.8109987,1
0.8053497,1
0.7645428,0
0.78232354,0
0.7252896,0
0.86338466,0
0.83946496,1
0.8281209,0
0.38357258,1
0.8108974,1
0.7770579,0
0.8097171,1
0.8007356,0
0.83192766,1
0.65849715,1
0.8042153,0
0.8354492,1
0.8248548,0
0.69482034,1
0.81535935,0
0.6999552,1
0.6797465,1
0.869636,1
0.8568443,1
0.9200054,0
0.76259893,1
0.87868714,0
0.8305306,1
0.8671073,1
0.8368043,1
0.85781544,1
0.30457827,0
0.63557416,1
0.90958136,1
0.82673615,1
0.78277385,1
0.37290478,1
0.92619485,1
0.8077118,1
0.7636237,0
0.43706095,0
0.50593626,1
0.8656959,0
0.78355485,1
0.83461285,0
0.8855724,0
0.90673625,1
0.8342768,0
0.80523103,0
0.5821713,0
0.51728344,0
0.81508064,1
0.43898347,0
0.8487013,1
0.52476996,1
0.7980778,0
0.63035834,0
0.58320373,0
0.8303112,1
0.78720486,1
0.75151426,0
0.764842,0
0.82126135,0
0.7374136,0
0.8372648,0
0.9026192,0
0.8611402,1
0.88101333,1
0.8028704,0
0.74293274,1
0.861559,0
0.8171722,1
0.82420963,0
0.87377477,1
0.7825523,1
0.7917417,0
0.83780783,0
0.82127374,0
0.72656906,0
0.84320533,0
0.8884877,0
0.8185969,0
0.9253524,1
0.9210832,0
0.77533484,0
0.8268001,1
0.6358209,1
0.8088719,0
0.8386997,0
0.88540936,0
0.77371234,1
0.8351164,1
0.8919096,1
0.818191,0
0.8215546,0
0.7613228,0
0.74039865,0
0.7981897,0
0.86142635,0
0.7632958,0
0.79722774,0
0.8773876,0
0.77568716,0
0.65770555,0
0.7791998,0
0.6528469,1
0.77005607,0
0.7511425,1
0.6880386,1
0.4575716,0
0.7870418,1
0.8576661,1
0.81908387,0
0.8318527,0
0.7754484,0
0.8761357,1
0.69304603,0
0.56593823,1
0.84736747,1
0.8907312,1
0.6751557,1
0.85457927,1
0.72605634,1
0.83940107,0
0.8233209,1
0.88722336,0
0.26848757,0
0.8553185,0
0.86882305,1
0.90704316,0
0.5765317,1
0.87416756,0
0.8303804,1
0.88169104,0
0.7887228,1
0.7950415,0
0.88182324,1
0.6831179,1
0.90650666,0
0.663908,0
0.8911466,0
0.7923906,1
0.8407756,1
0.723415,1
0.8504784,1
0.8327168,0
0.7770023,0
0.7174079,0
0.90913916,1
0.69900674,1
0.90158683,0
0.82814115,1
0.83668226,0
0.89823455,0
0.5254615,1
0.8608569,1
0.5887049,1
0.64136827,0
0.70967567,1
0.8290474,1
0.82791936,1
0.7856582,0
0.871052,0
0.85999393,0
0.79600984,1
0.8811778,0
0.79736507,1
0.78787845,0
0.68765634,0
0.8420574,0
0.7575802,0
0.46524173,0
0.82053417,1
0.6673741,0
0.89673185,0
0.90231335,1
0.7046484,1
0.7402865,1
0.89701134,1
0.7998476,1
0.84504783,0
0.84101766,1
0.8539056,0
0.8426982,1
0.8466633,1
0.85689545,1
0.8423344,1
0.873576,0
0.8606237,1
0.7274902,0
0.8228203,0
0.80849075,1
0.90904033,1
0.724709,0
0.8780402,1
0.8199375,0
0.8388421,1
0.6871865,0
0.44576195,0
0.8445899,1
0.85995954,1
0.7631525,1
0.83054036,0
0.73502415,0
