h,Married
0.50974905,1
0.53371406,0
0.8381402,0
0.80345297,1
0.860886,1
0.85322493,0
0.7844379,0
0.68132794,0
0.46615714,1
0.83904135,0
0.84425884,0
0.90523636,0
0.82867646,0
0.8325722,0
0.8283211,0
0.6216611,0
0.55970365,0
0.83607167,1
0.58276355,1
0.67519903,0
0.8767739,0
0.7973248,1
0.56279624,0
0.8634497,1
0.86728245,0
0.8424285,0
0.8002195,0
0.85498375,0
0.8671107,1
0.6336164,0
0.9333919,0
0.81945735,0
0.834269,0
0.9059194,1
0.9013546,1
0.76806825,0
0.8319426,1
0.8874381,0
0.68778294,0
0.8390103,0
0.78585064,0
0.8056171,0
0.7330473,0
0.72115946,1
0.7464058,0
0.7105814,0
0.9090309,0
0.8658595,0
0.94247097,0
0.7011238,0
0.41577712,0
0.8435946,0
0.9281328,1
0.6743533,0
0.7397722,0
0.84034073,1
0.8902114,1
0.83757335,1
0.48213267,0
0.8060894,1
0.8624549,1
0.8292457,1
0.4281779,0
0.84392154,1
0.7649189,1
0.70543474,1
0.5839463,1
0.8163974,0
0.8515952,0
0.46671876,0
0.80575275,0
0.65954787,0
0.867963,1
0.7098538,0
0.8832879,0
0.54379976,0
0.834327,0
0.7950779,1
0.64096326,0
0.6186408,0
0.8451133,0
0.8729522,0
0.7795713,0
0.805521,1
0.81678,0
0.82342625,0
0.6946718,1
0.63234454,0
0.9240725,1
0.3393559,0
0.70155376,1
0.7482731,0
0.8893536,0
0.84310025,1
0.8124856,0
0.8058428,0
0.91539556,1
0.76313466,0
0.80928296,1
0.703208,1
0.87832874,0
0.83175313,0
0.7372735,1
0.86604965,0
0.5254642,0
0.8765859,0
0.89040434,1
0.8880944,0
0.862973,0
0.668123,1
0.8640499,1
0.61342233,1
0.6720892,1
0.6532317,0
0.7309661,0
0.42024866,0
0.8648825,0
0.69987625,0
0.90554935,1
0.74470043,0
0.42549714,0
0.58090836,1
0.57692504,1
0.8246019,1
0.76566654,0
0.6497716,0
0.8443513,0
0.8282476,1
0.72664326,1
0.8110391,1
0.92053086,0
0.705154,0
0.81899077,1
0.8533109,1
0.809469,0
0.5487578,1
0.7799481,0
0.7598786,1
0.8229278,1
0.8511788,0
0.67934513,0
0.7731845,0
0.6189736,0
0.9118842,0
0.89110297,0
0.62137645,0
0.6942523,0
0.84054035,0
0.5018905,1
0.81151193,1
0.79578644,1
0.94069445,0
0.7801501,0
0.8691311,1
0.69414216,0
0.8229412,1
0.85977685,0
0.85942316,0
0.7179266,1
0.333076,1
0.6326997,0
0.7182483,0
0.79776496,1
0.80395687,1
0.6896914,1
0.81413203,0
0.8941094,0
0.83096236,1
0.70742506,1
0.8071395,0
0.87698317,0
0.83888036,0
0.9122312,0
0.6816968,0
0.67720366,0
0.62373894,1
0.820198,0
0.62228185,0
0.8406335,0
0.78699046,1
0.90848804,0
0.91482556,0
0.9047743,1
0.8442776,1
0.7239227,0
0.411555,1
0.8720267,0
0.8135179,0
0.8341482,1
0.40014607,0
0.8013433,0
0.59496915,0
0.8562722,0
0.9073578,0
0.8654994,1
0.6577558,0
0.808072,1
0.8498119,0
0.82666737,1
0.7888662,0
0.90646154,1
0.90324,0
0.95813566,0
0.8018193,0
0.82521373,1
0.89315814,1
0.71078277,1
0.90137327,1
0.84385735,0
0.90855557,1
0.86066675,0
0.78614783,1
0.8308788,1
0.8327855,0
0.7570435,0
0.71003383,1
0.6506173,1
0.8558533,0
0.7808227,0
0.8717489,0
0.783966,1
0.8456345,0
0.8411687,0
0.79497755,0
0.75772405,0
0.8234345,0
0.86302865,1
0.56283957,1
0.8293387,0
0.5789748,0
0.8571941,0
0.7278858,0
0.84085995,1
0.6817471,0
0.82728034,1
0.92170167,0
0.84513634,0
0.8309452,0
0.8422915,1
0.616966,0
0.5805301,0
0.74352163,0
0.74217933,0
0.5887786,0
0.84459186,0
0.80890465,0
