h,Married
5.3898005569820394e-05,1
8.643735228889364e-05,1
0.00029172085024177334,1
0.0002564182808080012,0
0.0002149631512726191,1
9.033185609698428e-05,0
0.00015415881271262853,0
6.152710430970933e-05,0
8.617317585863743e-05,0
0.00014679936476606336,0
0.00010011975976750293,0
0.00026322577750534506,1
6.182270114972821e-05,1
0.00012610139401146957,1
0.00012349115627592486,0
6.427026955549815e-05,0
6.103485239034064e-05,0
0.00016465158501396032,1
0.00011327186168024013,0
7.980425234548206e-05,1
0.00015697743624977696,1
3.284433967928046e-05,0
0.0001683888169310043,1
6.847727106516293e-05,1
0.00010821626849115461,1
8.442717674080329e-05,1
0.00012972913508850926,1
0.00014786509545611475,1
0.00011036880678651673,1
5.343528158698053e-05,0
3.983866464530451e-05,0
0.0001051244910556172,0
8.40344840110027e-05,1
5.4729390388730075e-05,1
4.999912970493864e-05,0
7.006057084681984e-05,0
0.00012172071568215179,1
9.00739697919343e-05,1
0.00021985307574155742,1
5.2036485960709886e-05,0
7.33479698873844e-05,1
6.23631336375029e-05,0
6.200997690267622e-05,0
8.49156107872918e-05,1
5.7507402679042065e-05,1
0.00010804607073478691,0
0.00010182762912364562,0
5.745936556241509e-05,0
6.589609209262269e-05,0
5.8215951463321864e-05,0
0.00018258303506485596,0
2.5192367273661427e-05,0
0.00020146054852202566,1
9.059598951004866e-05,0
6.664228176800672e-05,1
0.0001335133839726129,1
9.390321502507664e-05,0
5.242564865918699e-05,0
0.00023178727181022665,1
7.402859830849367e-05,1
0.00015477005568884748,1
7.286712867747862e-05,1
5.375523737637424e-05,1
0.0002037705109132907,1
0.00010953205954197161,0
0.00017167989767817072,0
5.9399021265440463e-05,0
0.00010579138611565691,0
6.515643866384212e-05,0
9.220783824053428e-05,1
0.00011278403112341818,0
7.152396714230208e-05,0
0.0001851231340491343,1
0.00010673305471035278,0
5.664140383045843e-05,1
0.0001831797119208502,1
0.00017191685883605334,0
6.964494941976824e-05,0
9.816829627426867e-05,0
6.671640011843435e-05,0
8.926624715713816e-05,1
0.0001795690379428383,0
0.000204342731099634,1
0.00016357376786463017,0
8.328400770420603e-05,0
0.0002269552955001445,0
0.00011594041477011504,0
4.8015553229842844e-05,1
4.916522646203286e-05,0
0.00012915259656643582,0
1.8356567073918576e-05,1
0.00015052062105324086,0
4.442988205359942e-05,1
0.00021630831126706533,0
2.9437305283870926e-05,0
2.9360243521537808e-05,0
0.0001980675746884912,0
0.00017961253076225432,1
9.003709841717375e-05,0
0.00012572066768531563,0
6.296540392136587e-05,0
9.552994514093984e-05,1
6.680214021720868e-05,1
0.00022749939583280884,0
7.749609300145397e-05,0
8.042801973294409e-05,1
5.157896943677506e-05,1
6.783394552418344e-05,0
8.101027943058907e-05,0
5.9338384946446484e-05,0
9.081219594311896e-05,1
0.00035317619874726904,0
1.4860908312247356e-05,0
7.210960100464939e-05,1
0.00011323527458864579,1
4.748363348240219e-05,0
7.521951117983465e-05,1
0.00014647159574966123,0
8.589099227831416e-05,1
7.543591524041751e-05,1
0.00013757795470506238,1
0.0001166727718225067,0
6.250583407197121e-05,1
6.751401175474803e-05,1
7.067341163965614e-05,0
8.532198158396479e-05,1
0.00014214480335961822,0
0.00010893239548931642,1
0.00010955851557240772,0
0.00010878688689379938,0
7.911612775186576e-05,0
6.134126091817093e-05,0
8.858993391114512e-05,0
0.00011928856497822337,1
4.518695932691891e-05,0
8.276711352226889e-05,0
9.156224090198445e-05,0
7.819018469066048e-05,0
0.0001712124442844806,0
0.00012276008612328946,0
6.933786023769827e-05,0
0.00010546226572862147,0
8.455139402918497e-05,1
9.146366698625102e-05,1
5.1629567604416366e-05,0
9.292879621520911e-05,1
5.3509654687807485e-05,0
7.577577846432673e-05,1
0.00022716966991265963,1
4.855175452191202e-05,1
6.698673697714467e-05,1
0.00010358673152041708,0
9.795587983236862e-05,0
0.00016910317134333984,1
0.00011073967756183747,0
7.694709243075552e-05,0
7.198256726525186e-05,0
0.00014884520640644038,1
7.019604586395442e-05,1
7.238894451981826e-05,1
8.467243162008024e-05,0
4.5102075068570334e-05,0
8.526048722217e-05,0
7.983905670479381e-05,0
0.00011448947491609966,1
7.875365903384769e-05,1
5.958826904332407e-05,1
7.611022143794307e-05,0
0.00015652366485754664,0
6.41052769796828e-05,1
0.00010089335611076398,0
4.7606894774985684e-05,0
6.093812851790081e-05,1
0.00013980259179763278,1
4.070710964438697e-05,1
