corr,precision,fairperception,wsd,wrd,h
0.993295797725692,0.5085492932884381,0.5869662418958194,7.431603176916689e-06,6.4286368949283845e-06,[0.30038327 0.40049035 0.59989033 ... 0.1        0.69990603 0.30073756]
0.993295797725692,0.508542244564059,0.587078023697742,7.425715510643691e-06,6.578706115961859e-06,[0.30062314 0.400794   0.59981655 ... 0.1        0.69984702 0.30119598]
0.9930822802340648,0.5087538490818739,0.5878604963112005,7.4168584329779055e-06,6.58682730486578e-06,[0.30101391 0.40128338 0.59969456 ... 0.1        0.69975067 0.30193759]
0.9932957977173617,0.5085119469737776,0.5885311871227364,7.4042787574986325e-06,6.854430600419141e-06,[0.30165177 0.40206822 0.59950277 ... 0.1        0.69959281 0.3031344 ]
0.9930822802382272,0.5087119532388311,0.5898725687458082,7.38787602697044e-06,7.0116289066114455e-06,[0.30269609 0.40331624 0.59918925 ... 0.1        0.69933277 0.30505757]
0.9930696715862942,0.508756459441714,0.5945674044265593,7.373719686618541e-06,6.821610073076077e-06,[0.3044136  0.40527073 0.5986741  ... 0.1        0.69890066 0.30812416]
0.993050832539603,0.5085296422643653,0.6054102392130561,7.393297634980802e-06,6.375519488795812e-06,[0.3072556  0.40824658 0.59781914 ... 0.1        0.69817136 0.3129448 ]
0.992010353894966,0.5091679011294109,0.6140174379611,7.443549386562111e-06,7.03288550006084e-06,[0.31198592 0.41253006 0.59637784 ... 0.1        0.69690457 0.32031221]
0.9895518130883585,0.5100010219125978,0.6169237648110888,7.606068505949576e-06,6.329327561065112e-06,[0.31983895 0.41799758 0.59388695 ... 0.1        0.69460917 0.33095702]
0.9848910803815045,0.5115452058934777,0.6198300916610776,8.106785629541072e-06,7.654781330392392e-06,[0.3326661  0.423396   0.5893777  ... 0.1        0.69028405 0.34482614]
0.9693058270352533,0.5140473808866189,0.6237424547283702,9.713004433632106e-06,8.896854461060764e-06,[0.35263041 0.42610126 0.58087842 ... 0.1        0.68189004 0.36034249]
0.9557331817402881,0.5154018400568077,0.6179298010283926,1.4987891695187919e-05,9.556786269752417e-06,[0.38120137 0.42556247 0.56501064 ... 0.1        0.66587511 0.37626954]
0.9281218446971493,0.5158299618569469,0.5906550413592667,2.574137079706362e-05,1.3376603261451944e-05,[0.41863157 0.42827536 0.53572551 ... 0.1        0.63659034 0.39536915]
0.8831432810266521,0.5127644194569833,0.5403532304940756,3.16224172118402e-05,2.3137229834999627e-05,[0.46171794 0.44371253 0.48098099 ... 0.09999995 0.58287983 0.42313809]
0.7841849425515361,0.5028076308016941,0.4681421864520456,1.922464121219823e-05,2.399823036650389e-05,[0.49996313 0.46955773 0.44716331 ... 0.10000062 0.48412122 0.45733776]
0.6386414550171754,0.476707604270189,0.3960429242119383,2.2699601216678964e-05,1.9069604052165377e-05,[0.52077663 0.49050136 0.47606941 ... 0.10000003 0.48527829 0.48249501]
0.5015184160162098,0.45440526759133265,0.34529398613905654,6.8063381037833075e-06,0.00015349890680520817,[0.51631108 0.49972472 0.495528   ... 0.09999969 0.497677   0.49742396]
0.47363991264549526,0.45114917016319467,0.32975631567180863,8.762141279001037e-06,0.00010031615696146056,[0.50747824 0.5034461  0.50255147 ... 0.09999994 0.50305786 0.50302764]
0.4705403894865802,0.45380844621229144,0.3275206796333557,6.8266437333375665e-06,6.237691720341122e-05,[0.50565479 0.50463541 0.50434114 ... 0.09999897 0.50452509 0.50451937]
0.463794526863755,0.44919835892801824,0.3260675162083613,8.616666482508295e-06,0.00011413825973490808,[0.50522891 0.50491668 0.50485028 ... 0.09999736 0.50488542 0.50488397]
0.9932957977298572,0.5085479850099153,0.5869662418958194,7.431105051836351e-06,6.348010211810663e-06,[0.30038326 0.40049034 0.5998905  ... 0.1        0.6999062  0.30073757]
0.9930822802423898,0.5087216601774645,0.587078023697742,7.4252180642831165e-06,6.484149496210546e-06,[0.30062313 0.40079399 0.59981672 ... 0.1        0.6998472  0.30119599]
0.993082280246552,0.5087527122078249,0.5878604963112005,7.416361562274863e-06,6.568015639022019e-06,[0.3010139  0.40128337 0.59969474 ... 0.1        0.69975084 0.3019376 ]
0.993295797725692,0.5085110625505296,0.5885311871227364,7.403782357618831e-06,6.843796769480679e-06,[0.30165176 0.40206821 0.59950295 ... 0.1        0.69959299 0.30313441]
0.9930822802340648,0.5087113522045248,0.5898725687458082,7.387379252267814e-06,7.004642028778032e-06,[0.30269609 0.40331622 0.59918943 ... 0.1        0.69933295 0.30505758]
0.9930696715821318,0.5087578194639879,0.5945674044265593,7.373219203607803e-06,6.8177153539233075e-06,[0.30441359 0.40527072 0.59867428 ... 0.1        0.69890084 0.30812417]
0.9930508325354389,0.5085271099664537,0.6054102392130561,7.392782532393951e-06,6.372407918260787e-06,[0.30725559 0.40824657 0.59781932 ... 0.1        0.69817154 0.31294481]
0.992010353894966,0.509170745731405,0.6140174379611,7.442997818344428e-06,7.030235504738695e-06,[0.31198591 0.41253005 0.59637802 ... 0.1        0.69690475 0.32031221]
0.9895517854556617,0.5099452257882119,0.6169237648110888,7.60543404683258e-06,6.32815437595246e-06,[0.31983894 0.41799758 0.59388713 ... 0.1        0.69460935 0.33095703]
0.9848910803897607,0.5115479182563158,0.6198300916610776,8.105962760759043e-06,7.652701432013291e-06,[0.3326661  0.423396   0.58937789 ... 0.1        0.69028424 0.34482614]
0.9693058170363655,0.5140474934539934,0.6237424547283702,9.711727558907866e-06,8.895307401225746e-06,[0.35263041 0.42610126 0.58087861 ... 0.1        0.68189023 0.36034249]
0.9559386689951629,0.5152752854827874,0.6179298010283926,1.4984896075369151e-05,9.555016738161754e-06,[0.38120137 0.42556247 0.56501085 ... 0.1        0.66587533 0.37626953]
0.9281218550423036,0.5158850885035339,0.5906550413592667,2.5735460138843593e-05,1.3374311256054543e-05,[0.41863157 0.42827536 0.53572576 ... 0.1        0.63659059 0.39536913]
0.883143306407591,0.5127643020002157,0.5403532304940756,3.161574522681942e-05,2.3137221830154406e-05,[0.46171793 0.44371252 0.48098126 ... 0.09999995 0.58288011 0.42313807]
0.78418489576323,0.5028654670291199,0.4681421864520456,1.9221804728461854e-05,2.3997093487571455e-05,[0.49996312 0.46955774 0.44716332 ... 0.10000062 0.48412145 0.45733775]
0.6386415121053352,0.476704648096131,0.3960429242119383,2.2695541205940725e-05,1.9069600299147786e-05,[0.52077663 0.49050137 0.4760694  ... 0.10000003 0.48527829 0.482495  ]
0.501518281816318,0.454405623860123,0.34529398613905654,6.8062183961191915e-06,0.00015349910080088343,[0.51631107 0.49972473 0.49552802 ... 0.09999969 0.497677   0.49742397]
0.4736398727558412,0.4510915755836765,0.32975631567180863,8.76197104956272e-06,0.00010031648667202314,[0.50747823 0.5034461  0.50255147 ... 0.09999994 0.50305786 0.50302764]
0.4705403888838551,0.45386331518996387,0.3275206796333557,6.826527302935016e-06,6.237722798064535e-05,[0.5056548  0.50463541 0.50434114 ... 0.09999897 0.50452509 0.50451937]
0.46563296297496265,0.44942447595722895,0.32651464341605185,8.610442655085327e-06,0.00011198646886398298,[0.50523302 0.50491671 0.50484772 ... 0.09999672 0.50488452 0.50488289]
0.9930822802340648,0.5087307174008913,0.5869662418958194,7.429719838166847e-06,6.124574364480136e-06,[0.30038324 0.4004903  0.59989098 ... 0.1        0.69990668 0.3007376 ]
0.9930822802423898,0.5086663565476803,0.587078023697742,7.4238341702744785e-06,6.3674628862826615e-06,[0.3006231  0.40079395 0.5998172  ... 0.1        0.69984768 0.30119602]
0.9930822802299023,0.5087524932699218,0.5878604963112005,7.414979252616244e-06,6.518165296373989e-06,[0.30101388 0.40128333 0.59969522 ... 0.1        0.69975133 0.30193763]
0.9930822802382272,0.5086940167922016,0.5885311871227364,7.4024013094721565e-06,6.772615297112604e-06,[0.30165173 0.40206817 0.59950343 ... 0.1        0.69959347 0.30313444]
0.9932957977215269,0.5085282317957567,0.5898725687458082,7.385997013651492e-06,6.977941071415597e-06,[0.30269606 0.40331619 0.59918991 ... 0.1        0.69933343 0.3050576 ]
0.9930696715821318,0.5087571089499152,0.5945674044265593,7.371826139868907e-06,6.808710199161077e-06,[0.30441357 0.40527069 0.59867477 ... 0.1        0.69890133 0.3081242 ]
0.9930508325271107,0.5085239542896887,0.6054102392130561,7.3913479903115485e-06,6.36437366655416e-06,[0.30725557 0.40824654 0.59781981 ... 0.1        0.69817203 0.31294483]
0.992010353903282,0.5091110367679876,0.6140174379611,7.441460362029189e-06,7.021507730099567e-06,[0.31198589 0.41253002 0.59637852 ... 0.1        0.69690525 0.32031223]
0.9895517854473663,0.5100041314622359,0.6169237648110888,7.603661879414331e-06,6.323476336419245e-06,[0.31983892 0.41799756 0.59388762 ... 0.1        0.69460984 0.33095704]
0.9848910803815045,0.5115454178965694,0.6198300916610776,8.103674496314472e-06,7.647283265680224e-06,[0.33266608 0.42339599 0.58937839 ... 0.1        0.69028474 0.34482615]
0.9693058170404284,0.5139891515980137,0.6237424547283702,9.708177434766025e-06,8.893987216059483e-06,[0.3526304  0.42610127 0.58087915 ... 0.1        0.68189077 0.36034249]
0.9557331817523057,0.5153967006797198,0.6179298010283926,1.4976568987483206e-05,9.55028051148998e-06,[0.38120136 0.42556246 0.56501144 ... 0.1        0.66587592 0.3762695 ]
0.9281219734868562,0.5158271327605993,0.5906550413592667,2.57190301637322e-05,1.336711568287683e-05,[0.41863156 0.42827535 0.53572645 ... 0.1        0.63659129 0.39536909]
0.8831432828790003,0.5127686128467831,0.5403532304940756,3.1597193763701714e-05,2.3123634202081603e-05,[0.46171791 0.44371251 0.48098203 ... 0.09999995 0.58288088 0.42313802]
0.7841847921105336,0.5028654718576661,0.4681421864520456,1.9213953334675488e-05,2.3996177971914978e-05,[0.49996311 0.46955775 0.44716334 ... 0.10000062 0.48412206 0.45733773]
0.6386414361393218,0.4767044165637413,0.3960429242119383,2.268425120308782e-05,1.9065725543050954e-05,[0.52077663 0.49050139 0.4760694  ... 0.10000003 0.48527827 0.482495  ]
0.5015180461454913,0.45440507430324983,0.34529398613905654,6.805885344164813e-06,0.00015350122353253984,[0.51631104 0.49972473 0.49552805 ... 0.09999969 0.49767702 0.49742398]
0.47363983331903176,0.4511493217783003,0.32975631567180863,8.761596661415274e-06,0.00010031756421057891,[0.50747822 0.5034461  0.50255148 ... 0.09999994 0.50305786 0.50302764]
0.4705404510645069,0.453863486191312,0.3275206796333557,6.826203357050185e-06,6.237684577394369e-05,[0.5056548  0.50463542 0.50434114 ... 0.09999897 0.50452509 0.50451937]
0.4652529932582663,0.44933920560042667,0.32651464341605185,8.610137806258811e-06,0.00011233222466838247,[0.50523307 0.50491672 0.50484771 ... 0.09999673 0.50488449 0.50488291]
0.9930822802382272,0.5087180693469628,0.5869662418958194,7.4258676322095405e-06,5.639980642843729e-06,[0.30038316 0.40049019 0.59989233 ... 0.1        0.69990803 0.30073768]
0.9930822802382272,0.5087157414151651,0.587078023697742,7.419985611459757e-06,6.050814886718335e-06,[0.30062303 0.40079384 0.59981855 ... 0.1        0.69984903 0.3011961 ]
0.9930822802423898,0.5087444990729438,0.5878604963112005,7.411135049042567e-06,6.306638190401065e-06,[0.3010138  0.40128323 0.59969657 ... 0.1        0.69975268 0.30193771]
0.9930822802382272,0.5086878727724562,0.5885311871227364,7.398560529544853e-06,6.6612402590857954e-06,[0.30165166 0.40206807 0.59950478 ... 0.1        0.69959482 0.30313452]
0.9930822802340648,0.5087096624641468,0.5898725687458082,7.382152773775017e-06,6.917205423568505e-06,[0.30269599 0.40331609 0.59919127 ... 0.1        0.69933478 0.30505768]
0.9930696715779693,0.5087533210130393,0.5945674044265593,7.367951816187979e-06,6.766514978436395e-06,[0.3044135  0.4052706  0.59867612 ... 0.1        0.69890268 0.30812427]
0.9928373677095133,0.5087051205940055,0.6054102392130561,7.3873571328931595e-06,6.344742449882112e-06,[0.3072555  0.40824646 0.59782117 ... 0.1        0.6981734  0.3129449 ]
0.992010353903282,0.5091729659816614,0.6140174379611,7.437179286745773e-06,7.00016875301472e-06,[0.31198582 0.41252996 0.59637989 ... 0.1        0.69690662 0.32031229]
0.9895517975984114,0.509998948239605,0.6169237648110888,7.59872160050905e-06,6.3099746394639375e-06,[0.31983887 0.41799752 0.59388901 ... 0.1        0.69461123 0.33095709]
0.9848910803773764,0.5115480898663569,0.6198300916610776,8.097318204382046e-06,7.64143177557228e-06,[0.33266604 0.42339598 0.58937981 ... 0.1        0.69028616 0.34482618]
0.9693058796455516,0.5139900060345706,0.6237424547283702,9.69832104449253e-06,8.88406716339113e-06,[0.35263037 0.42610127 0.58088063 ... 0.1        0.68189226 0.36034247]
0.9557331938949135,0.5154522837472254,0.6179298010283926,1.4953463220461708e-05,9.541879318363783e-06,[0.38120134 0.42556246 0.56501306 ... 0.1        0.66587757 0.37626943]
0.9281219130892929,0.515887785749775,0.5906550413592667,2.567344233058759e-05,1.3344429153796465e-05,[0.41863153 0.42827533 0.53572837 ... 0.1        0.63659324 0.39536896]
0.883142850207583,0.5128224243383895,0.5403532304940756,3.1545709699612965e-05,2.3112794360831313e-05,[0.46171787 0.44371248 0.48098416 ... 0.09999995 0.58288302 0.42313789]
0.7841846589169923,0.5028072791435948,0.4681421864520456,1.9192148558740567e-05,2.3981638215025665e-05,[0.49996306 0.46955778 0.44716338 ... 0.10000062 0.48412377 0.45733767]
0.6386409671540088,0.4767625264682816,0.3960429242119383,2.265291213696371e-05,1.9064080697941055e-05,[0.52077664 0.49050146 0.47606938 ... 0.10000003 0.48527821 0.48249498]
0.5015165822453386,0.45439925515062063,0.34529398613905654,6.804996598267383e-06,0.00015356545080615446,[0.51631092 0.49972456 0.49552815 ... 0.09999968 0.49767687 0.49742383]
0.47363989654294864,0.4511495815463118,0.32975631567180863,8.760552134461075e-06,0.00010031792321518253,[0.5074782  0.50344611 0.5025515  ... 0.09999994 0.50305788 0.50302766]
0.47054083167664434,0.453863644961459,0.3275206796333557,6.825326355546453e-06,6.23700541783492e-05,[0.5056548  0.50463542 0.50434114 ... 0.09999897 0.50452509 0.50451937]
0.4635384115617336,0.44917550232068904,0.3260675162083613,8.614702365246348e-06,0.00011440429100786487,[0.50522888 0.50491671 0.5048503  ... 0.09999738 0.50488543 0.50488401]
