h,Married
0.11906765583122948,1
0.3771213663221378,1
0.685991328900651,1
0.5686612761425965,0
0.32649555594788393,1
0.11963011633828978,0
0.1345684643398797,0
0.11185988358341177,0
0.12777293897187986,0
0.10753287873714183,0
0.10147068182824939,0
0.44463071046472546,1
0.11918467773102384,1
0.1623360002248063,1
0.3786153142299563,0
0.11079355886943315,0
0.10648064913085815,0
0.3367068597816002,1
0.09243699639082174,0
0.09386291399890782,1
0.11666751087264818,1
0.05173175126049765,0
0.3146768524538541,1
0.12492602400156842,1
0.39637053094819136,1
0.11759013445419292,1
0.3566931081067127,1
0.334727678349589,1
0.2922719109127716,1
0.09645103163523851,0
0.09269359024586239,0
0.12324326186844832,0
0.11555729829492374,1
0.10288721295795172,1
0.0963258071366176,0
0.12044278981368803,0
0.12246296983818537,1
0.10301042305911935,1
0.657875926561252,1
0.0943226979868813,0
0.1372916179657035,1
0.07952316365176988,0
0.11609875834402131,0
0.12500097048382294,1
0.12101419135000781,1
0.24123797897732568,0
0.13123078096465546,0
0.10116979951096332,0
0.09938352582304077,0
0.09750546107782956,0
0.4758733870289316,0
0.03995518115603077,0
0.4404908255211945,1
0.11304717488382937,0
0.06925307662721562,1
0.23235976296722766,1
0.0917555322417536,0
0.09073629810807468,0
0.33259531554197624,1
0.11236184856312063,1
0.16001928332162232,1
0.13639147055828252,1
0.12141837733509858,1
0.4915164433300783,1
0.37248839417190255,0
0.32234650863824155,0
0.1029594539872888,0
0.34285122477852026,0
0.09316595968762031,0
0.1252572303825199,1
0.11303000121158563,0
0.13749466300582575,0
0.535383154406544,1
0.13046346736184566,0
0.12407810497999654,1
0.3347105294890299,1
0.32400976140728766,0
0.11440326688767259,0
0.10539379691152666,0
0.12161692754426214,0
0.13005163926612637,1
0.5788732961814075,0
0.5509784712649215,1
0.3070678586358647,0
0.24539824214914394,0
0.6208126937344626,0
0.2544180033786187,0
0.09036909089415893,1
0.12514372556328637,0
0.3500453677170264,0
0.05040568489933972,1
0.4642598979066775,0
0.1354677202107277,1
0.42925855117449346,0
0.0930741910972161,0
0.04734113352441429,0
0.3493662544515932,0
0.333016938613798,1
0.1401272692432086,0
0.10644319507386714,0
0.10477030350657977,0
0.2748348730721167,1
0.11244282546280078,1
0.3910810154723255,0
0.10387977709563671,0
0.11764011512840639,1
0.12272949374623165,1
0.14239298348226284,0
0.09221432376493345,0
0.11422796968395012,0
0.31576752281112025,1
0.7152812160722783,0
0.03284976561159397,0
0.1498107714907624,1
0.1597459517083347,1
0.08680846726926718,0
0.11958794894745814,1
0.12089053895648122,0
0.1155163424783105,1
0.13531198705847144,1
0.1559656442756895,1
0.14144268072831465,0
0.11918605353165652,1
0.1270623737559986,1
0.1267346199629205,0
0.12712092161822483,1
0.6656307037600372,0
0.13347757672989988,1
0.13115654667062615,0
0.13604092889943564,0
0.1245209121960442,0
0.09607983170613936,0
0.2519016062670609,0
0.12204367091154103,1
0.10010842191066394,0
0.09967318628131132,0
0.12678253919705695,0
0.11069582924222861,0
0.3788856830660647,0
0.10532175839445641,0
0.10021285144191508,0
0.11760078957834058,0
0.13134811611934477,1
0.11035565753300333,1
0.12460350281898493,0
0.1016470949712477,1
0.08447034387583474,0
0.1326054842865876,1
0.5901015053151182,1
0.10824337254235677,1
0.11869014009597073,1
0.13682571857781953,0
0.10042598182968632,0
0.4319948164849203,1
0.12137631570157752,0
0.1156055022634888,0
0.12550310530831219,0
0.2953595898831909,1
0.2752142148604394,1
0.1354962972226356,1
0.11427479614441556,0
0.08927428870062874,0
0.11175953411738548,0
0.29328222859495096,0
0.1153142196156128,1
0.08243550861655899,1
0.13076776627066294,1
0.11320338653981905,0
0.41981914478312476,0
0.12007069512175396,1
0.15033631525398888,0
0.10419242202066686,0
0.11781431387680621,1
0.31236009669833903,1
0.13635156298778398,1
0.3298680251381449,0
0.09400547700886874,1
0.13033957265660404,0
0.08666359972167507,0
0.44994927150131625,1
0.1250033485327066,0
0.7867473851867153,0
0.0915035312224577,0
0.13506030072597858,1
0.12092452097349038,0
0.3619655736843015,1
0.10435803268672049,0
0.08060516168477405,0
0.10377332100590479,0
0.11288747578433096,1
0.12672192489746117,0
0.03365712479472571,0
0.3463988430697434,0
0.5136569853444217,1
0.5470811306384616,0
0.12209219972125701,1
0.253710078087355,1
