h,race
0.311980177582771,1
0.4125241386603683,1
0.5965036317696364,0
0.13222845971935152,0
0.9922933680625998,0
0.5050080587850168,0
0.3000065569829434,0
0.40970936900494215,0
0.5960511977030087,1
0.10000000147228746,0
0.3000065569829434,0
0.3999936024198094,1
0.1285727778520435,0
0.31621100322911333,1
0.9989238256631888,1
0.5028986942421476,0
0.3222254340859214,0
0.5974027383284447,1
0.8972937231444559,1
0.20000655735101924,0
0.40986690665933817,0
0.2767420086168574,0
0.1319345654926339,0
0.8816846913846528,1
0.5999445785121515,1
0.3117705138366032,1
0.3000065569829434,0
0.6999445781440756,1
0.9881433981462064,1
0.8824642449370682,0
0.7978098837671872,1
0.13463491066647235,1
0.13164459450246274,0
0.980368829523934,1
0.25578008822103554,1
0.4998056066577508,0
0.7969642098848799,0
0.4989486036276404,0
0.2267294550847464,0
0.880212892908789,1
0.20000655735101924,0
0.7776305463106254,1
0.13406318860401403,1
0.20000655735101924,0
0.511821366463355,1
0.22575877231602207,1
0.6978849191836927,0
0.8571154175193025,1
0.6999445781440756,1
0.9974117127712633,0
0.7999793258669511,1
0.10000000147228746,0
0.29257678872115617,1
0.3999936024198094,1
0.20000655735101924,0
0.21601779126292028,0
0.3000065569829434,0
0.5939845638254508,0
0.9000672183760611,0
0.5970107814921524,1
0.4641465333546988,1
0.41113427781192674,1
0.49999360205173354,1
0.7979544596114282,0
0.10000000147228746,1
0.4991272301013329,0
0.2999939450593824,1
0.6881901403582527,1
0.10000000147228746,1
0.9983680355239603,1
0.22619956912951944,0
0.5968612984065247,0
0.410494043370658,1
0.10000000147228746,0
0.9821843378812705,1
0.8906057171866761,1
0.5892155190104845,1
0.13289370485453766,1
0.3000065569829434,0
0.2560210912244408,1
0.4097949981358999,1
0.5999445785121515,1
0.5986276846055455,1
0.5918678744231733,0
0.2296462923466922,1
0.1100606644750682,1
0.31313271137071463,1
0.7784725534380877,0
0.41034456750540654,1
0.6922233397180497,0
0.10244777097159137,0
0.226543354515496,1
0.22687781747298685,1
0.10000000147228746,0
0.9982082852428057,1
0.8983083884952696,1
0.5001441676413122,1
0.6001258830939022,0
0.9968546529573395,1
0.8911339460663897,1
0.6999445781440756,1
0.5571984777697487,1
0.500008519417314,0
0.6451519584332737,1
0.19999394542745824,1
0.6967952342194439,1
0.8000672187441368,0
0.49784890586239744,0
0.8000672187441368,0
0.3112896277185969,1
0.7001258827258262,0
0.10000000147228746,0
0.1201260935806955,0
0.10000000147228746,0
0.4082493706003171,1
0.17661666144685984,1
0.19999394542745824,1
0.13591634655610155,0
0.2999939450593824,1
0.5931400678025786,0
0.4118879781810587,0
0.48437507432020305,0
0.36908034448170823,0
0.8979408852330177,1
0.6001258830939022,0
0.13687107457541886,0
0.8984848767680347,1
0.4102345635640504,1
0.8970290356189314,1
0.6999445781440756,1
0.7999793258669511,1
0.40893230939152286,0
0.8554399411498316,1
0.4958616137890866,0
0.2999939450593824,1
0.49999360205173354,1
0.22562369846738017,1
0.20000655735101924,0
0.8588217878835628,1
0.3999936024198094,1
0.7983407016745991,1
0.13569015489440017,0
0.6976326888474996,1
0.7999793258669511,1
0.9087621699333466,0
0.8999793254988754,1
0.22738407441948563,0
0.8788054281213996,1
0.9000672183760611,0
0.9999736044070969,1
0.40588113726566993,0
0.10000000147228746,0
0.5929510006384153,0
0.3000065569829434,0
0.40981324703598,0
0.13224035447712962,0
0.22645940429813885,0
0.5015345143588799,0
0.20000655735101924,0
0.2222979496120264,1
0.7898011622624882,1
0.8968451922880756,1
0.4093596970160914,0
0.3000065569829434,0
0.20000655735101924,0
0.6878426000099678,1
0.3150242594455568,0
0.9973544385341483,1
0.22838024583032074,1
0.20000655735101924,0
0.9896454152464297,1
0.3000065569829434,0
0.9980877236074842,1
0.1269775624458263,1
0.10000000147228746,0
0.7951509700193953,1
0.598574343981464,1
0.49999360205173354,1
0.7929883620020278,1
0.3233751299805212,1
0.8823379256280667,1
0.898128542838803,1
0.134699971129641,1
0.5999445785121515,1
0.6001258830939022,0
0.9608746988494156,1
0.10000000147228746,1
0.9975139984937773,1
0.3999936024198094,1
0.13453982032313558,1
0.40811338848310064,0
0.5547094346759444,0
0.6727265232547015,1
0.20000655735101924,0
0.1361843022228729,0
0.19999394542745824,1
0.12372241106665466,0
0.9754540612036775,0
0.5963465127443851,0
0.5036890449654177,0
0.10000000147228746,1
0.22584916198589716,1
0.30914613274069824,1
0.5967893987177958,1
0.6974138083808862,1
0.4016340575452442,1
0.5999445785121515,1
0.9578945309921731,0
0.1292878244037233,0
0.5999445785121515,1
0.10000000147228746,0
0.13255249381486756,0
0.7899145221364176,1
0.5021418706447107,1
0.10000000147228746,0
0.49999360205173354,1
0.7999793258669511,1
0.22499622507770983,1
0.500008519417314,0
0.13662617868176855,1
0.38083026391878866,0
0.5039360552385812,0
0.9799009645988869,1
0.8999793254988754,1
0.40000851978538976,0
0.8831561904498249,1
0.7981825565986275,1
0.19481074673095225,0
0.8978522735199977,0
0.2999939450593824,1
0.21304255748859077,1
0.9744256107152627,1
0.3999936024198094,1
0.13424964600997455,0
0.3000065569829434,0
0.4115161022988529,0
0.8978393336551921,1
0.11834921975938764,0
0.9981880895688808,1
0.22655206770860795,1
0.319065676247502,0
0.790801956297546,1
0.4742367198081204,0
0.8982023302450148,0
0.10000000147228746,1
0.13371405768457387,1
0.39467331884025614,0
0.8716905957148504,1
0.6970413167214223,1
0.10000000147228746,0
0.8978043325117863,1
0.49999360205173354,1
0.539065625715835,1
0.10000000147228746,0
0.10000000147228746,0
0.20000655735101924,0
0.40000851978538976,0
0.12966088373182968,1
0.3188183916266697,0
0.6965066101265597,1
0.5999445785121515,1
0.9611997195680883,1
0.13312517985495584,1
0.8770267909540432,1
0.8882381938365848,1
0.5985739135669687,1
0.33050597921459496,1
0.5977411879849068,1
0.10000000147228746,1
0.10000000147228746,0
0.388238177235937,0
0.40203492031318994,1
0.13413549055856702,0
0.8983003743614976,1
0.4994463457106651,0
0.21209166607599525,0
0.19999394542745824,1
0.3999936024198094,1
0.19999394542745824,1
0.7972030213092249,0
0.2116608070944443,0
0.8982980350658076,1
0.7984405193694425,1
0.13300525601224866,0
0.7924081232981636,1
0.5032555351012823,0
0.2999939450593824,1
0.7964103426961496,0
0.7678199165479547,1
0.5052529209264324,1
0.22713729032528723,0
0.5023168492252466,0
0.6916038863179352,0
0.19932703302933905,0
0.8999793254988754,1
0.6904082857757802,0
0.22205422581722642,1
0.13200605414106564,1
0.500008519417314,0
0.2999939450593824,1
0.7979207983495598,1
0.597004712024775,1
0.20000655735101924,0
0.3999936024198094,1
0.3999936024198094,1
0.9999736044070969,1
0.4120107186330564,0
0.10000000147228746,1
0.20000655735101924,0
0.7976470996623705,1
0.7975251929584865,1
0.7468122240224556,1
0.10000000147228746,1
0.41005535436488916,1
0.690446515881455,1
0.2255220822475971,1
0.500008519417314,0
0.597485522026807,0
0.6980271562799955,1
0.9974049625722383,1
0.3000065569829434,0
0.3853403102780461,0
0.2999939450593824,1
0.782590999234204,0
0.13438878066524665,1
0.6752903963683784,1
0.5901720199531847,1
0.11586278898284615,1
0.13581899018116467,1
0.13396566465803442,0
0.41157677255909775,1
0.13133414658661124,0
0.41812103205126766,1
0.12918768405923764,0
0.20000655735101924,0
0.6982313318377895,0
0.4045935844653182,0
0.8981082200399947,1
0.7979026839282412,1
0.4117080197499854,0
0.7977845935617229,0
0.4813018841360728,1
0.3999936024198094,1
0.4070706013487643,1
0.500008519417314,0
0.41203860191526975,1
0.10239491233012803,1
0.3172417361633419,1
0.3000065569829434,0
0.2295132939957144,0
0.4049437146797182,0
0.3187647981669936,0
0.5999445785121515,1
0.683337707325817,1
0.49911246072930066,0
0.49754025624894843,1
0.7954126965583969,1
0.13038049368200952,0
0.7999793258669511,1
0.3139501819281886,0
0.10000000147228746,1
0.3176270998814848,1
0.10000000147228746,1
0.13299110320427643,0
0.3000065569829434,0
0.2280069148911106,0
0.4556056757560496,1
0.21915127248131938,1
0.9999736044070969,1
0.7971934521222707,1
0.973767376799724,0
0.49999360205173354,1
0.13257452302813513,0
0.13244330512051247,0
0.6001258830939022,0
0.31746566801165693,1
0.8976553434363201,1
0.41192649864169245,0
0.850373097800443,1
0.08205671103081712,0
0.7883083873657748,1
0.4742817294547845,0
0.8930475205404681,1
0.2999939450593824,1
0.5852172546640682,0
0.10000000147228746,0
0.31911215977321294,0
0.6936968421897236,1
0.41097189624549985,0
0.5022883555078741,0
0.79736119122871,1
0.3000065569829434,0
0.2999939450593824,1
0.587773935519006,1
0.13247975545162094,1
0.7860173210135586,1
0.8999793254988754,1
0.5955683026967589,0
0.5971692099085749,1
0.2252647635979411,1
0.8983833097687117,1
0.5980426482762242,1
0.2999939450593824,1
0.12215975767166111,0
0.9985234294135817,1
0.6001258830939022,0
0.10000000147228746,0
0.31626657177449513,0
0.5966522580306746,0
0.9980087682431694,1
0.40000851978538976,0
0.49999360205173354,1
0.6912475154805489,1
0.20000655735101924,0
0.5014871532453443,0
0.5031994224168129,1
0.3850820552231225,1
0.10000000147228746,0
0.9999736044070969,1
0.13071639889742992,0
0.4103508709224178,0
0.2999939450593824,1
0.796762237138014,1
0.6970690199563292,1
0.6001258830939022,0
0.7978944477109843,0
0.13044529355466972,1
0.19999394542745824,1
0.8484233405322373,1
0.49986605920649585,1
0.10000000147228746,0
0.10000000147228746,0
0.20000655735101924,0
0.10000000147228746,0
0.31661566842001,1
0.6962508510487537,0
0.7639733818524956,1
0.10000000147228746,0
0.4102197048659319,1
0.4131479379518991,0
0.13580051739857996,1
0.32114163296913606,1
0.39483674858898954,0
0.7977587266277424,1
0.47350866128715596,1
0.20000655735101924,0
0.8385127326593534,1
0.6968426507447983,0
0.8926279565978987,1
0.22731847300778982,0
0.8659495688760475,0
0.5030904268826193,1
0.6283552889899986,1
0.10000000147228746,1
0.41292575810660354,1
0.7068646117476383,0
0.22883555382908874,1
0.10000000147228746,0
0.19999394542745824,1
0.7879113776383426,1
0.8820823286932017,1
0.3000065569829434,0
0.9448538888732548,0
0.6999445781440756,1
0.5062372961794194,1
0.8794514234381419,1
0.6999445781440756,1
0.10000000147228746,0
0.13484690792552645,0
0.20000655735101924,0
0.10000000147228746,0
0.41119561730093873,0
0.2971040335240671,1
0.7839451060543428,1
0.1286259301944596,0
0.22537699740017522,1
0.22884413811174567,1
0.5999445785121515,1
0.7621661499658672,1
0.6001258830939022,0
0.10000000147228746,0
0.6999445781440756,1
0.19999394542745824,1
0.13536273045246805,0
0.5729122284425912,1
0.20000655735101924,0
0.315638693944096,0
0.10000000147228746,0
0.1361496105073197,0
0.10000000147228746,1
0.31832716056044363,1
0.4383660741909633,1
0.500008519417314,0
0.5933505338741101,1
0.6999445781440756,1
0.5949859040630251,0
0.13202330237017573,0
0.982410218208794,1
0.6705313127918401,1
0.6583589334964998,1
0.40000851978538976,0
0.49233212498969553,1
0.10000000147228746,0
0.39641217901230197,1
0.8000672187441368,0
0.13289687853813326,0
0.22528346238403882,0
0.5999445785121515,1
0.9984023932992897,1
0.13800023315790455,0
0.9926748476888632,0
0.10000000147228746,0
0.500008519417314,0
0.10000000147228746,0
0.10000000147228746,0
0.13286331138545215,1
0.41038503149145816,1
0.9988040370064584,1
0.2999939450593824,1
0.22608223259779026,1
0.1338497258502293,0
0.538195650457742,0
0.4061400954807129,0
0.19999394542745824,1
0.1317818307670432,1
0.3183065053260348,1
0.10000000147228746,0
0.7983743113418171,1
0.10000000147228746,0
0.20729839934690597,1
0.9957346023816044,1
0.1333940159370232,0
0.7974430743627549,1
0.7808956434036567,1
