h,gender
0.0013942871180472177,0
0.0008762069507565577,1
0.0008350811881690358,0
0.0003926769244554133,1
0.0006502311689765359,0
0.0010074783080284335,0
0.0008719454993171896,0
0.0010020896519155249,0
0.0006226344456720433,0
0.000657128360082859,0
0.0008845430784302233,0
0.0004858305411222707,1
0.0010304592158182817,1
0.0008236941978246462,0
0.0005698249257335786,1
0.00014354066985645936,1
0.0006482931714792231,0
0.0009148087639817765,0
0.0006303268568527568,0
0.0008804731013338815,0
0.0011574654233149745,1
0.0015609255920105492,0
0.00014354066985645936,1
0.0007469673734224324,1
0.0005224040974316414,1
0.0010136584667878664,0
0.0006692131853613019,0
0.0005708009400241332,1
0.0010431188860758613,0
0.001236650985983188,1
0.0005354597021932007,0
0.0008854678636642688,0
0.0006284075337340026,0
0.0005213829837629666,0
0.001059608608086049,0
0.0006720978442070189,0
0.0008235945660357126,0
0.0007176798265193171,1
0.0008892373370332407,0
0.00044420233231936055,0
0.0009007771447232722,0
0.0005356472169148344,1
0.0009322608438064302,1
0.0007479918681581774,0
0.000680967265836334,0
0.000978441826184887,1
0.0010534579102821128,0
0.0006195396851588048,0
0.0009527186255351952,0
0.00035167958037223316,0
0.001229449734333538,1
0.0010456810476756396,1
0.0009152463665471411,0
0.0007813817035393265,0
0.000618357889485307,0
0.0007489578600964779,0
0.0008898506486455843,0
0.001030049631345044,1
0.0009790398842978957,1
0.0007994889974040692,0
0.0007792130842379506,0
0.001023247170353138,0
0.0008611868852890126,0
0.0007160654484320548,1
0.001003058405703012,0
0.0006767955218150259,0
0.0008171663937423562,0
0.0009884046808219934,0
0.0008389160406093471,0
0.0006628948670462413,1
0.0010255449048594955,0
0.0010313222152976615,1
0.0008831653692136425,0
0.0007783130540900815,0
0.0007449914502274206,0
0.0008083532463051455,0
0.0005243728435961957,1
0.0006816582579142936,0
0.000616296364964468,1
0.0009384937225353105,0
0.000753240956688781,0
0.0008417887727097614,0
0.001009341670110968,0
0.0007908769449925866,0
0.001105340259115663,0
0.0008821852315935199,0
0.0008520424412121654,1
0.0007960097274173706,1
0.0008627312492891397,0
0.0005321697735538477,0
0.0005835807100866481,0
0.0005407903563300932,0
0.0008316722574893214,0
0.0007814918457302489,1
0.0006571854292233995,0
0.0007133742140752104,0
0.0009604271603376106,0
0.0011817830443324301,1
0.0007362177820989266,1
0.0008920055778336299,0
0.0004366691006765196,0
0.0009640167986908674,0
0.00043641422091222453,0
0.0008658163036947518,1
0.0007716004523337908,1
0.0008905992767437195,1
0.0008482632979854735,1
0.0009763052526094416,0
0.001050277191015541,1
0.000645576876217676,0
0.0011419469557979508,0
0.0005958821559420464,0
0.0005338092241048756,0
0.0009702450738082592,1
