h,famous
9.20972068963753e-05,0.0
0.0005590140819369651,0.0
0.0004184131938934992,0.0
0.00034877285473883853,0.0
0.000383612448736166,0.0
0.0006292240796643921,0.0
0.0004093209195394458,0.0
0.00015973729924847094,1.0
0.0007521672555050693,0.0
0.00024984447180462617,0.0
0.0004736707283519204,0.0
0.00023868797392031835,0.0
0.00038456657920092515,0.0
0.00028119655200233853,1.0
0.0003074998220173295,0.0
7.674767241364609e-05,0.0
0.0004181396247768752,1.0
7.674767241364609e-05,0.0
0.00042315218411656904,0.0
6.139813793091688e-05,0.0
0.0005346808060889192,0.0
0.0004100462187936951,0.0
0.0003762542294325697,0.0
0.0004299944831201507,0.0
3.5815580459701506e-05,0.0
0.0003524141025049053,0.0
0.00031278540616919755,0.0
0.00039011537869267196,0.0
0.00028250947452969013,0.0
0.00026568315258322645,0.0
4.093209195394458e-05,0.0
0.00011256325287334757,1.0
0.0005145700785897115,0.0
5.372337068955226e-05,0.0
0.0001797260772985529,0.0
0.0005642073383979099,0.0
0.0005571106696280455,1.0
0.00024403868614465533,0.0
0.00010233022988486145,0.0
0.0001085279725107308,0.0
0.000448458914179583,0.0
0.00020696885133685935,0.0
0.000500862198003476,0.0
0.00044470879084967246,1.0
0.0006554701865627999,0.0
0.0006503920444893771,0.0
0.0005792968082441496,0.0
0.00035780415113434276,0.0
0.0003226811858449341,0.0
0.0003847521583069582,0.0
0.00014908595663512046,0.0
7.163116091940301e-05,0.0
6.139813793091688e-05,0.0
6.139813793091688e-05,1.0
0.00028601599561305774,0.0
0.00033721823941887505,0.0
0.00041676237640398046,0.0
0.0002479832950800021,0.0
0.0005408660919313161,0.0
0.000390465343773826,0.0
0.00017613281833809427,0.0
0.0004537233559229221,0.0
8.698069540213225e-05,0.0
0.0005870863334757442,0.0
0.00027254181308789297,0.0
7.674767241364609e-05,0.0
0.00041815330978331705,0.0
0.00015311689352636945,0.0
0.0004246143470182288,0.0
0.00021341047953781975,0.0
0.0003380599257031482,0.0
0.00014678791633890295,0.0
0.0003812276204250553,0.0
