h,famous
0.41097868737237475,0.0
0.5500046899135799,0.0
0.6000046903953782,0.0
0.6000046903953782,0.0
0.40387071063314106,0.0
0.4666890183642348,0.0
0.4666890183642348,0.0
0.699997843738167,0.0
0.700008520133734,1.0
0.4129167520980444,0.0
0.7249978439790661,0.0
0.6986352446257058,0.0
0.6965272934921587,1.0
0.6972212838974211,1.0
0.40779813368139817,0.0
0.7997767194566721,1.0
0.4703996696569001,1.0
0.598808292867777,0.0
0.5633409369678087,0.0
0.6996669602200014,0.0
0.6993142894467229,0.0
0.699997843738167,0.0
0.6000046903953782,0.0
0.5344057042699998,0.0
0.7963497652678933,0.0
0.6000046903953782,0.0
0.6000046903953782,0.0
0.5000223520187671,0.0
0.699997843738167,0.0
0.6000046903953782,0.0
0.49982321585168804,1.0
0.4333578015712592,0.0
0.4333578015712592,0.0
0.7990106664990714,0.0
0.6963261371608136,0.0
0.6305437777177121,0.0
0.6000046903953782,0.0
0.5963233964897219,1.0
0.5970592529752704,0.0
0.433189238173564,1.0
0.4972568855192222,0.0
0.5000223520187671,0.0
0.5000223520187671,0.0
0.6000046903953782,0.0
0.6673480643750815,0.0
0.40002446791672724,0.0
0.5643599413227197,0.0
0.5350039884560984,0.0
0.2681284623324512,0.0
0.40002446791672724,0.0
0.49773334699640637,1.0
0.6990561616119304,0.0
0.5613147099519451,1.0
0.43555422027843066,0.0
0.4666890183642348,0.0
0.5333556856732992,0.0
0.5064693406974676,0.0
0.5000223520187671,0.0
0.7000085210944681,1.0
0.43576388435088137,0.0
0.5026818280516213,0.0
0.36669113426219496,0.0
0.5384184651953675,0.0
0.4700745199417933,1.0
0.6971799423892471,0.0
0.6347006231623739,0.0
0.6000046903953782,0.0
0.5967370608436763,0.0
0.597314401319674,0.0
0.6666645100836358,0.0
0.699997843738167,0.0
0.6960487717516162,0.0
0.505109680692309,0.0
0.5000223520187671,0.0
0.5000223520187671,0.0
0.6298280461597618,0.0
0.534718063708611,0.0
0.596238155071557,1.0
0.5958291300952956,1.0
0.46924815812899423,0.0
0.7333311773926989,0.0
0.6026808894623492,0.0
0.598808292867777,0.0
0.5666713567408461,0.0
0.699997843738167,0.0
0.5987802902943659,1.0
0.6021146718521916,0.0
0.4666890183642348,0.0
0.5000223520187671,0.0
0.40002446791672724,0.0
0.6333380240499101,0.0
0.36669113426219496,0.0
0.6026310286883579,0.0
0.40002446791672724,0.0
0.4500244683985256,0.0
0.699997843738167,0.0
0.34896229440811577,0.0
0.5666713567408461,0.0
0.633313149672704,1.0
0.699997843738167,0.0
0.5666713567408461,0.0
0.6961243683051199,1.0
0.39852599152152024,1.0
0.6961411950045456,0.0
0.5000223520187671,0.0
0.5000223520187671,0.0
0.6270180695117009,0.0
0.6972851646677735,0.0
0.7497772483488683,1.0
0.4061297073071148,0.0
0.41112351105600903,1.0
0.6986219579456366,0.0
0.761006545652508,0.0
0.5447171127908955,0.0
0.4979891896889237,0.0
0.6651197824792414,1.0
0.440355330106672,0.0
0.7299459391940496,0.0
0.6980877961538998,0.0
0.6975473013880441,0.0
0.6666645100836358,0.0
0.6666645100836347,0.0
0.5333556856732992,0.0
0.40784892659720445,0.0
0.47063809035078785,0.0
0.6000046903953782,0.0
0.43267424727981474,0.0
0.6673480643750819,0.0
0.6333380240499101,0.0
0.5357484807285057,0.0
0.5402485446915477,1.0
0.32456254424237124,1.0
0.6641164672015564,1.0
0.6666645100836347,0.0
0.40435946346298873,0.0
0.5331565495062203,1.0
0.40334317878000825,0.0
0.5054750124378083,0.0
0.6950659997451092,0.0
0.596237776523872,1.0
0.5986423123600684,0.0
0.5500046899135799,0.0
0.5333556856732992,0.0
0.49808751463022405,0.0
0.5973769354803106,0.0
0.699997843738167,0.0
0.5333556856732992,0.0
0.6039805673650378,1.0
0.699997843738167,0.0
0.31941027872909256,0.0
0.5000223520187671,0.0
0.5055802457349218,0.0
0.4705205734988366,0.0
0.5319050657681386,0.0
0.6000046903953782,0.0
0.6000046903953782,0.0
0.596238155071557,1.0
0.5686553165324721,0.0
0.4528720451185499,1.0
0.6293630258757528,0.0
0.5990236187565743,0.0
0.5319929465802328,0.0
0.5049973104678819,0.0
0.5964592787330333,0.0
0.6000046903953792,0.0
0.6649710464333377,0.0
0.5333556856732992,0.0
0.40685529157231964,1.0
0.5322332295759885,0.0
0.602013605039535,1.0
