corr,precision,fairperception,wsd,wrd,h
0.995912615011852,0.9093234051051622,0.5935804701627486,4.144820532770864e-06,1.0186844883939595e-05,[0.59999996 0.3321137  0.59952906 ... 0.66666651 0.4003566  0.6192897 ]
0.9959126658064099,0.9092559266784761,0.5926763110307414,4.036948966393463e-06,9.729648799921238e-06,[0.59999996 0.33137689 0.59923386 ... 0.66666651 0.40057269 0.61884717]
0.9959123263970941,0.9092572766880789,0.5922242314647378,3.882345495388174e-06,9.743303053172387e-06,[0.59999996 0.33021872 0.59875214 ... 0.66666651 0.40091338 0.61812939]
0.9959094461905964,0.909332479376786,0.590867992766727,3.6860367128574457e-06,9.726319263189212e-06,[0.59999996 0.32843818 0.59796395 ... 0.66666651 0.40143994 0.61696646]
0.9958775951597452,0.909330227747516,0.5899638336347197,3.5132819202237e-06,9.549566968220048e-06,[0.59999995 0.3258029  0.5966684  ... 0.6666665  0.40222698 0.61508489]
0.9957746263912524,0.909004920005837,0.5877034358047016,3.625032059521608e-06,8.801990166867504e-06,[0.59999995 0.3221684  0.59452543 ... 0.66666649 0.40333373 0.61204961]
0.995218182287548,0.9087608920748725,0.581374321880651,4.876769367811828e-06,1.0035921512133698e-05,[0.59999994 0.3178263  0.59094027 ... 0.66666648 0.40471265 0.60718297]
0.9928241361211004,0.9073557365288555,0.5750452079566004,9.908179772038089e-06,1.0754102617788508e-05,[0.59999992 0.31439387 0.5847979  ... 0.66666644 0.40601222 0.59947556]
0.9843911891983602,0.9014778635726594,0.5583182640144665,2.6562629664385232e-05,1.6622337311551457e-05,[0.59999989 0.31638752 0.57420836 ... 0.66666639 0.40624938 0.5874989 ]
0.9590551133629653,0.885110023432665,0.5298372513562387,8.080981062133864e-05,6.034403634820086e-05,[0.59999981 0.33264487 0.55505827 ... 0.66666626 0.40430128 0.56968126]
0.8881179602846541,0.8446175492218085,0.4868896925858951,0.0002473087482444546,0.00023137562602952127,[0.59999977 0.37009872 0.52037688 ... 0.66666604 0.40155581 0.54656136]
0.7375265090064025,0.7628615873549675,0.41952983725135623,0.0006692442980511377,0.001101466799224238,[0.59999973 0.41233998 0.45896625 ... 0.66666566 0.40421319 0.51562317]
0.5774160606729012,0.682512424534558,0.35216998191681737,0.000817566369771162,0.0023526891501870722,[0.5999998  0.43115255 0.42852148 ... 0.66666583 0.4173853  0.45956954]
0.47601878378637114,0.6280516040436765,0.3069620253164557,0.000659146767774301,0.0019764005852973584,[0.59999983 0.43219546 0.43200758 ... 0.66666603 0.42553674 0.42265692]
0.43227450524559663,0.5946573663809804,0.2780289330922242,0.0007243117927575139,0.0013654043249807103,[0.59999982 0.43410722 0.43438731 ... 0.6666661  0.42955926 0.42949461]
0.4015843110666843,0.5710705266423706,0.2554249547920434,0.0006759305479543147,0.0009274767780761677,[0.59999981 0.43728311 0.43590539 ... 0.6666662  0.43434724 0.43503574]
0.37539878291944817,0.5440014904289123,0.2364376130198915,0.0007357871121872247,0.0009031633666857531,[0.59999988 0.43943772 0.43945085 ... 0.66666633 0.43833788 0.43942158]
0.3426123090164194,0.5181447039804594,0.2197106690777577,0.0006529874278384347,0.0009454545471324444,[0.6        0.44157    0.44168246 ... 0.66666653 0.44102952 0.4420236 ]
0.3317498824298988,0.5038804818152331,0.21609403254972875,0.0005658987868874968,0.0006305656273624006,[0.59999986 0.4429863  0.44305311 ... 0.66666632 0.44283981 0.44340728]
0.3059539263931837,0.48786658009425155,0.2115732368896926,0.0005613700608997984,0.0009326550598215184,[0.59999986 0.44411637 0.44414027 ... 0.66666627 0.44409197 0.44408462]
0.9959126122512785,0.9092875695274418,0.5935804701627486,4.139579582308393e-06,1.0130879151646124e-05,[0.5999999  0.33211375 0.599529   ... 0.66666624 0.40035659 0.61928965]
0.9959128753340436,0.9093055888961326,0.5926763110307414,4.032165370380712e-06,9.666360873633876e-06,[0.59999989 0.33137691 0.5992338  ... 0.66666624 0.40057269 0.6188471 ]
0.9959123275013233,0.9092566676120204,0.5922242314647378,3.878234647417265e-06,9.707750956268781e-06,[0.59999989 0.33021875 0.59875207 ... 0.66666623 0.40091338 0.61812932]
0.995909185593218,0.9093626678540112,0.590867992766727,3.6828167218510573e-06,9.72631926318917e-06,[0.59999988 0.32843819 0.59796387 ... 0.66666622 0.40143995 0.61696639]
0.9958772829498024,0.909401199695178,0.5899638336347197,3.5109702454478097e-06,9.549566968220048e-06,[0.59999987 0.3258029  0.59666832 ... 0.66666621 0.40222699 0.61508481]
0.9957746261152332,0.9090057698145113,0.5877034358047016,3.622745635621585e-06,8.798266477764875e-06,[0.59999985 0.3221684  0.59452534 ... 0.66666618 0.40333374 0.61204952]
0.9952181803564938,0.9087611722977305,0.581374321880651,4.87057500607781e-06,1.002557796428189e-05,[0.59999983 0.31782629 0.59094015 ... 0.66666614 0.40471267 0.60718285]
0.9928241419691145,0.9073552618049398,0.5750452079566004,9.884642320152903e-06,1.074094035179412e-05,[0.59999977 0.31439385 0.58479776 ... 0.66666605 0.40601225 0.59947542]
0.9843911859239955,0.9014764732694822,0.5583182640144665,2.6480002572051117e-05,1.6622337311551525e-05,[0.59999969 0.3163875  0.57420817 ... 0.6666659  0.4062494  0.58749872]
