h,Married
4.539441100695173e-12,1
8.643970027388867e-11,0
6.830871902549235e-11,1
2.63139923747828e-11,0
3.327062851866862e-11,1
7.778562298361598e-11,1
5.5669682571287195e-11,0
4.909478453818801e-12,0
4.780299439210948e-12,0
4.7934248290511e-12,0
4.505767899190629e-12,0
4.525453551953461e-11,1
4.887041201107156e-12,0
4.8429256350826735e-12,1
4.745457287417896e-12,0
4.912386132217631e-12,1
4.92294057938153e-12,1
4.677583947410835e-12,0
4.786505510127923e-12,0
4.647784868564112e-12,0
2.8430901610609767e-11,0
4.8966683631148305e-12,1
4.8559406227510235e-12,0
4.800672391210127e-12,0
4.882547379192781e-12,1
4.63582561347431e-12,1
4.931302375595705e-12,0
4.640601402954625e-12,1
4.77153154257282e-12,0
4.712149087248896e-12,0
4.819852661491876e-11,1
4.711335790681645e-12,0
4.873079978340477e-12,0
4.750125808564864e-12,0
5.5408798073806544e-11,0
4.521144116991943e-11,1
6.645987543442902e-10,1
4.889225748746434e-12,0
3.6734514970996916e-11,1
2.575622305905385e-11,1
2.869441682784709e-11,1
2.8299684950670736e-11,0
4.300650351039343e-11,0
4.902714376033607e-12,1
2.6791144591535642e-11,1
4.470314527354626e-12,0
4.930658721843912e-12,1
4.91034355092256e-12,1
4.859491239326208e-12,0
4.8576957606748395e-12,1
4.8518624038577745e-12,1
4.8127454085545474e-12,0
4.8303926305877035e-12,0
4.776257004071598e-12,0
4.9103243944934786e-12,0
4.8858046202412246e-12,1
1.0031373986615141e-10,0
4.459332094053326e-12,1
4.857672288642685e-12,1
4.824844552488073e-12,0
7.359216185442276e-11,1
4.848416712061183e-12,0
8.703448778394046e-11,1
1.2640223624380062e-11,1
4.851613685687855e-12,0
4.881296210841811e-12,1
4.872249289042179e-12,0
4.7439725363633834e-12,1
4.862555364899819e-12,0
4.7504674515574945e-12,1
4.729840368569521e-12,1
9.6223979209928e-11,1
5.016956252094278e-11,1
4.96890194999861e-12,0
4.809360010231953e-12,1
2.2229487674824033e-11,0
2.7171596006642876e-11,1
3.684677684744922e-11,1
2.62633202675213e-11,1
4.9038637192210745e-12,1
4.3101887349476845e-12,0
4.68683294120639e-12,1
4.958239222980608e-12,1
4.873051844683355e-12,1
4.485932222411016e-11,1
1.2378911358489298e-11,1
0.0034343722388935913,1
4.853923824598833e-12,1
4.811896984885853e-12,0
1.3946269482379553e-11,0
1.6784598724302115e-11,1
4.911584091935284e-12,0
2.930908272442292e-11,1
6.298362025260675e-11,0
0.002664165367967608,0
9.931106538448077e-11,1
4.881777316132992e-12,0
3.73209423747673e-11,0
2.0774427924990028e-11,0
4.583490898322119e-12,0
4.860764838956162e-12,1
2.4061172679411982e-11,0
4.8971016744798354e-12,1
