corr,precision,fairperception,wsd,wrd,h
0.9999253700822259,0.5041334160150679,0.48374030783474137,2.2245754482216017e-05,3.7557489993630475e-05,[0.1190854  0.37700506 0.68657686 ... 0.14316541 0.36640333 0.61627785]
0.9998098765321691,0.5040779093387011,0.48304594375650967,2.2475177411262534e-05,3.7257581911390065e-05,[0.11906117 0.37707795 0.68619773 ... 0.14316427 0.36607495 0.61620972]
0.9995149335026589,0.5040614641630407,0.48177294294641826,2.288913677195606e-05,3.6744326463034034e-05,[0.11902127 0.37719155 0.68558052 ... 0.14316235 0.36554071 0.61609974]
0.9987475509974824,0.503895813625516,0.47945839601897927,2.3671025038726833e-05,3.5821425726650765e-05,[0.11895502 0.37736349 0.68457423 ... 0.14315904 0.36467061 0.61592291]
0.9968529513839304,0.5035960299044366,0.47644948501330864,2.5231257708980145e-05,3.418783300096693e-05,[0.11884379 0.37760985 0.68293002 ... 0.14315318 0.36325132 0.61564043]
0.9924284315521654,0.5032851303935295,0.4714732091193149,2.853221292029276e-05,3.10427312002608e-05,[0.11865419 0.37792404 0.68023534 ... 0.14314234 0.36093165 0.61519412]
0.9830353895751598,0.502574900756667,0.46510820506885775,3.591114632737075e-05,2.602874531055773e-05,[0.11832488 0.37821198 0.67580307 ... 0.14312123 0.35713307 0.61450236]
0.9658641973130998,0.5017747661606334,0.45446128920263856,5.3142875992807535e-05,1.9811106000412404e-05,[0.11773675 0.37811586 0.66849373 ... 0.14307748 0.35091308 0.6134661 ]
0.9399189835836375,0.5000732580247094,0.43814373336419393,9.469411945790388e-05,1.563249506879042e-05,[0.11666228 0.37688355 0.65648068 ... 0.14298097 0.34080467 0.61200681]
0.90958397398402,0.4980657750945332,0.4199745399837982,0.00019156030493783132,1.8073322147166786e-05,[0.11465071 0.37688355 0.63724153 ... 0.14275498 0.32487975 0.61017663]
0.8788359840273854,0.4929619429696987,0.38930679319523204,0.00038656364664789856,2.7247806631834703e-05,[0.11200384 0.37688355 0.60906268 ... 0.14220707 0.30194035 0.60834023]
0.8436904807943698,0.483347455797468,0.347413493808587,0.0006105240843708976,4.30458990391182e-05,[0.11167068 0.37688357 0.57685171 ... 0.14096931 0.27585115 0.60587586]
0.8010510539078015,0.46831237535859127,0.2938317324383752,0.0007063896241957724,7.610407354147547e-05,[0.11935334 0.37688354 0.55303626 ... 0.13894283 0.25459047 0.60254774]
0.7594008337109915,0.45280806656793016,0.25390579794005325,0.0010724269836477115,9.51993266847789e-05,[0.13699406 0.37570964 0.54148821 ... 0.1370082  0.23514669 0.53647412]
0.7203042953136367,0.43588511032940397,0.22022914014581646,0.001643703671906187,0.0003124132335727292,[0.15954292 0.35899633 0.53705421 ... 0.1359001  0.20675885 0.45495007]
0.6843654461968529,0.41973917675491473,0.1926860317092929,0.0024538021497557817,0.0012688385503821806,[0.17608024 0.32361899 0.53558467 ... 0.13546322 0.17639611 0.41655246]
0.6582605562230704,0.4078681140983987,0.17393820159703738,0.0031825549914356603,0.001428588033894354,[0.18320323 0.27860157 0.53517687 ... 0.13533481 0.17121527 0.4087446 ]
0.6423237839822956,0.39883644049436373,0.16213401226709873,0.0036704215514413345,0.0008301200823387069,[0.18825835 0.23431275 0.53507072 ... 0.13530083 0.18056943 0.41133194]
