h,famous
3.007513387433356e-11,1.0
3.065915030167468e-07,1.0
1.9930486266384296e-11,0.0
2.888015612367112e-11,0.0
2.1175392184313978e-11,0.0
3.576273002169374e-10,0.0
2.620988945520123e-10,0.0
5.974096211351393e-12,0.0
2.970104414370836e-11,0.0
6.022982975590848e-12,0.0
5.925997185358626e-12,0.0
5.925997185358626e-12,0.0
3.965998650348809e-11,0.0
2.620988945520184e-10,0.0
5.87866700197032e-12,0.0
2.1901274508394705e-10,0.0
5.974096211351393e-12,0.0
6.876814805095569e-11,0.0
2.7871262220882942e-11,0.0
6.1231984493561275e-12,0.0
2.4945760373086878e-11,0.0
3.13838128127802e-11,0.0
4.1211981476282266e-11,1.0
6.1231984493561275e-12,0.0
1.814488503526651e-11,0.0
2.1404726715152653e-09,0.0
5.87866700197032e-12,0.0
6.2268077370535e-12,0.0
1.1570992536341218e-10,0.0
1.1714370952064504e-10,0.0
6.258478263468367e-12,1.0
6.2268077370535e-12,0.0
4.0888076478399014e-10,1.0
6.559815564867669e-12,0.0
1.9833981826330366e-11,0.0
6.022982975590848e-12,0.0
6.333986283633837e-12,0.0
5.802983649949386e-10,1.0
5.855827425682733e-11,0.0
2.9853969368492874e-11,0.0
7.054980089397974e-11,0.0
5.2982069830848564e-11,0.0
3.109176402369928e-11,0.0
6.444921840698905e-12,0.0
6.072676998112876e-12,0.0
6.2268077370535e-12,0.0
3.9443595131854854e-11,0.0
3.374116514331044e-11,0.0
4.779653444520282e-11,1.0
5.3751105485180236e-11,1.0
6.2799394192666905e-12,0.0
5.105994926272575e-11,0.0
4.550743464348322e-11,1.0
6.208162397328344e-11,0.0
1.807317583529584e-11,0.0
5.195651752687831e-11,0.0
4.501791820180458e-11,0.0
6.1231984493561275e-12,0.0
4.880972590331247e-11,0.0
6.333986283633837e-12,0.0
6.174568177476353e-12,0.0
7.381959128689384e-11,0.0
6.736927044383529e-11,0.0
6.333986283633837e-12,0.0
5.167795194181024e-11,1.0
6.102761483550158e-12,1.0
6.072676998112876e-12,0.0
6.1231984493561275e-12,0.0
6.174568177476353e-12,0.0
1.4275251832744879e-11,0.0
6.022982975590848e-12,0.0
4.5675902437139024e-11,0.0
6.022982975590848e-12,0.0
6.072676998112876e-12,0.0
4.562528801638749e-11,0.0
6.200577852762267e-12,0.0
2.4494012305974503e-11,0.0
6.444921840698905e-12,0.0
6.174568177476353e-12,0.0
5.7299364786152394e-12,0.0
5.925997185358626e-12,0.0
4.529612946834233e-11,0.0
4.725141239447755e-11,0.0
5.550592345411319e-11,1.0
4.0962174646774215e-11,0.0
3.3128114472662514e-11,0.0
3.2895588877674034e-11,0.0
7.326266911697437e-11,1.0
6.3889721914017544e-12,0.0
3.900278647642853e-11,0.0
5.925997185358626e-12,0.0
7.687176807771946e-10,0.0
1.670590313784498e-10,1.0
6.010686377479165e-12,0.0
6.022982975590848e-12,0.0
4.383394427506272e-11,0.0
3.886235075056299e-11,0.0
6.0901343823873305e-12,1.0
6.778755905575634e-11,1.0
5.871972807783356e-11,1.0
2.4106222356117566e-11,0.0
6.2268077370535e-12,0.0
2.7482807111941292e-11,0.0
5.696677280731334e-12,0.0
6.258478263468367e-12,1.0
1.3138412020915434e-10,1.0
6.2268077370535e-12,0.0
5.87866700197032e-12,0.0
6.557348308441863e-11,0.0
3.4320706043411774e-11,0.0
5.925997185358626e-12,0.0
5.223750189884517e-11,0.0
2.690220522659844e-11,0.0
5.87866700197032e-12,0.0
1.816587801577665e-11,0.0
7.944065486811976e-11,0.0
5.87866700197032e-12,0.0
6.572983442840214e-11,0.0
6.1231984493561275e-12,0.0
4.0982268363082194e-11,0.0
5.974096211351393e-12,0.0
2.1104875531198406e-11,0.0
6.312166247230326e-12,1.0
3.8780788414531105e-11,0.0
4.5981493581552007e-11,0.0
4.7721766292397615e-11,0.0
6.2799394192666905e-12,0.0
6.174568177476353e-12,0.0
4.7285309948104995e-11,1.0
2.215009577041953e-11,0.0
6.022982975590848e-12,0.0
6.1231984493561275e-12,0.0
2.970104414370836e-11,0.0
5.540025781858841e-11,0.0
5.960398907895792e-11,0.0
7.487718247523314e-11,0.0
5.5150318981902337e-11,0.0
6.072676998112876e-12,0.0
8.241034819833782e-11,0.0
5.604457339120256e-11,1.0
3.107188936314809e-11,0.0
6.687589085977225e-11,0.0
5.98894709853614e-11,1.0
6.003727511016517e-11,0.0
3.776022216607043e-11,0.0
7.052113441112762e-11,1.0
6.022982975590848e-12,0.0
5.920089140284826e-11,0.0
5.304874060662016e-11,0.0
6.1231984493561275e-12,0.0
5.925997185358626e-12,0.0
2.171437976542316e-11,0.0
6.047727834471346e-12,0.0
6.429840353330569e-11,1.0
4.743603966785257e-11,1.0
2.4326104336956875e-10,0.0
6.2799394192666905e-12,0.0
4.848549365513577e-11,0.0
1.2918823188099827e-11,0.0
6.444921840698905e-12,0.0
3.2730519626220264e-11,0.0
2.175979241909069e-11,0.0
7.469539394739504e-11,0.0
6.022982975590848e-12,0.0
2.9060562836505768e-11,0.0
5.600728091622614e-11,0.0
7.262242744228462e-11,1.0
1.7361788717027898e-11,0.0
2.5275956487330033e-11,0.0
6.174568177476353e-12,0.0
3.7682660181081084e-11,0.0
7.18773105460945e-11,0.0
5.080666634539515e-11,1.0
6.1231984493561275e-12,0.0
5.175613814673053e-11,0.0
4.2882434327226376e-11,1.0
1.6280996335493597e-11,0.0
6.5018608035484004e-12,0.0
6.258478263468367e-12,1.0
4.61807850620845e-11,0.0
3.031352919361676e-11,1.0
1.5888571060588746e-11,0.0
6.2799394192666905e-12,0.0
2.650182862145888e-11,0.0
5.15760364901835e-11,0.0
4.506750910740224e-11,0.0
5.5329125413509795e-11,0.0
2.0494831092071085e-11,0.0
1.0443602295962975e-10,0.0
5.348063152731756e-11,0.0
4.852971452314872e-11,0.0
6.2268077370535e-12,0.0
1.2537651084345711e-11,0.0
4.695028745570224e-10,0.0
6.2799394192666905e-12,0.0
5.925997185358626e-12,0.0
5.309246669461157e-11,0.0
4.2789295169582445e-11,0.0
4.283730037652993e-11,0.0
2.425418610189968e-11,0.0
6.444921840698905e-12,0.0
4.121037919487058e-11,1.0
8.302137203996084e-11,0.0
1.4355377903177273e-10,0.0
